-0.133493,-0.297856,-0.152726,-0.258263,-0.17898,-0.295336,-0.153601,-0.340884
-0.152726,-0.258263,-0.168018,-0.21698,-0.198146,-0.24408,-0.17898,-0.295336
-0.168018,-0.21698,-0.179942,-0.174597,-0.21346,-0.194156,-0.198146,-0.24408
-0.179942,-0.174597,-0.188886,-0.131484,-0.225716,-0.145,-0.21346,-0.194156
-0.188886,-0.131484,-0.195112,-0.087895,-0.235309,-0.0960965,-0.225716,-0.145
-0.195112,-0.087895,-0.198785,-0.044016,-0.242556,-0.0474831,-0.235309,-0.0960965
-0.198785,-0.044016,-0.2,0,-0.247059,0,-0.242556,-0.0474831
-0.153601,-0.340884,-0.17898,-0.295336,-0.209588,-0.31872,-0.178752,-0.384796
-0.17898,-0.295336,-0.198146,-0.24408,-0.229972,-0.263092,-0.209588,-0.31872
-0.198146,-0.24408,-0.21346,-0.194156,-0.247075,-0.210342,-0.229972,-0.263092
-0.21346,-0.194156,-0.225716,-0.145,-0.2618,-0.158119,-0.247075,-0.210342
-0.225716,-0.145,-0.235309,-0.0960965,-0.274306,-0.105647,-0.2618,-0.158119
-0.235309,-0.0960965,-0.242556,-0.0474831,-0.284882,-0.0528987,-0.274306,-0.105647
-0.242556,-0.0474831,-0.247059,0,-0.294118,0,-0.284882,-0.0528987
-0.294118,0,-0.341176,0,-0.329923,-0.0554869,-0.284882,-0.0528987
-0.341176,0,-0.388235,0,-0.376499,-0.0565775,-0.329923,-0.0554869
-0.388235,0,-0.435294,0,-0.423881,-0.0568621,-0.376499,-0.0565775
-0.435294,0,-0.482353,0,-0.471646,-0.0567582,-0.423881,-0.0568621
-0.482353,0,-0.529412,0,-0.519578,-0.0564819,-0.471646,-0.0567582
-0.529412,0,-0.576471,0,-0.56758,-0.0561338,-0.519578,-0.0564819
-0.576471,0,-0.623529,0,-0.615608,-0.0557574,-0.56758,-0.0561338
-0.623529,0,-0.670588,0,-0.663647,-0.0553701,-0.615608,-0.0557574
-0.670588,0,-0.717647,0,-0.71169,-0.0549789,-0.663647,-0.0553701
-0.717647,0,-0.764706,0,-0.759734,-0.0545863,-0.71169,-0.0549789
-0.764706,0,-0.811765,0,-0.807779,-0.0541931,-0.759734,-0.0545863
-0.811765,0,-0.858824,0,-0.855823,-0.0537998,-0.807779,-0.0541931
-0.858824,0,-0.905882,0,-0.90387,-0.0534071,-0.855823,-0.0537998
-0.905882,0,-0.952941,0,-0.951926,-0.0530165,-0.90387,-0.0534071
-0.952941,0,-1,0,-1,-0.0526316,-0.951926,-0.0530165
-0.284882,-0.0528987,-0.329923,-0.0554869,-0.317746,-0.110489,-0.274306,-0.105647
-0.329923,-0.0554869,-0.376499,-0.0565775,-0.36392,-0.112675,-0.317746,-0.110489
-0.376499,-0.0565775,-0.423881,-0.0568621,-0.41164,-0.113326,-0.36392,-0.112675
-0.423881,-0.0568621,-0.471646,-0.0567582,-0.460135,-0.113194,-0.41164,-0.113326
-0.471646,-0.0567582,-0.519578,-0.0564819,-0.508987,-0.112698,-0.460135,-0.113194
-0.519578,-0.0564819,-0.56758,-0.0561338,-0.557993,-0.112042,-0.508987,-0.112698
-0.56758,-0.0561338,-0.615608,-0.0557574,-0.607063,-0.11132,-0.557993,-0.112042
-0.615608,-0.0557574,-0.663647,-0.0553701,-0.656157,-0.110573,-0.607063,-0.11132
-0.663647,-0.0553701,-0.71169,-0.0549789,-0.705261,-0.109815,-0.656157,-0.110573
-0.71169,-0.0549789,-0.759734,-0.0545863,-0.754369,-0.109054,-0.705261,-0.109815
-0.759734,-0.0545863,-0.807779,-0.0541931,-0.803478,-0.108291,-0.754369,-0.109054
-0.807779,-0.0541931,-0.855823,-0.0537998,-0.852588,-0.107528,-0.803478,-0.108291
-0.855823,-0.0537998,-0.90387,-0.0534071,-0.901702,-0.106766,-0.852588,-0.107528
-0.90387,-0.0534071,-0.951926,-0.0530165,-0.950834,-0.106009,-0.901702,-0.106766
-0.951926,-0.0530165,-1,-0.0526316,-1,-0.105263,-0.950834,-0.106009
-0.274306,-0.105647,-0.317746,-0.110489,-0.304003,-0.164966,-0.2618,-0.158119
-0.317746,-0.110489,-0.36392,-0.112675,-0.349974,-0.168204,-0.304003,-0.164966
-0.36392,-0.112675,-0.41164,-0.113326,-0.398149,-0.169262,-0.349974,-0.168204
-0.41164,-0.113326,-0.460135,-0.113194,-0.44747,-0.169162,-0.398149,-0.169262
-0.460135,-0.113194,-0.508987,-0.112698,-0.497337,-0.168501,-0.44747,-0.169162
-0.508987,-0.112698,-0.557993,-0.112042,-0.547448,-0.167588,-0.497337,-0.168501
-0.557993,-0.112042,-0.607063,-0.11132,-0.597663,-0.166566,-0.547448,-0.167588
-0.607063,-0.11132,-0.656157,-0.110573,-0.64792,-0.165499,-0.597663,-0.166566
-0.656157,-0.110573,-0.705261,-0.109815,-0.698194,-0.164416,-0.64792,-0.165499
-0.705261,-0.109815,-0.754369,-0.109054,-0.748474,-0.163325,-0.698194,-0.164416
-0.754369,-0.109054,-0.803478,-0.108291,-0.798756,-0.162232,-0.748474,-0.163325
-0.803478,-0.108291,-0.852588,-0.107528,-0.84904,-0.161138,-0.798756,-0.162232
-0.852588,-0.107528,-0.901702,-0.106766,-0.899332,-0.160046,-0.84904,-0.161138
-0.901702,-0.106766,-0.950834,-0.106009,-0.949646,-0.158962,-0.899332,-0.160046
-0.950834,-0.106009,-1,-0.105263,-1,-0.157895,-0.949646,-0.158962
-0.2618,-0.158119,-0.304003,-0.164966,-0.288594,-0.218946,-0.247075,-0.210342
-0.304003,-0.164966,-0.349974,-0.168204,-0.334745,-0.223117,-0.288594,-0.218946
-0.349974,-0.168204,-0.398149,-0.169262,-0.383602,-0.224558,-0.334745,-0.223117
-0.398149,-0.169262,-0.44747,-0.169162,-0.43389,-0.224516,-0.383602,-0.224558
-0.44747,-0.169162,-0.497337,-0.168501,-0.484877,-0.223738,-0.43389,-0.224516
-0.497337,-0.168501,-0.547448,-0.167588,-0.536184,-0.222621,-0.484877,-0.223738
-0.547448,-0.167588,-0.597663,-0.166566,-0.587629,-0.221356,-0.536184,-0.222621
-0.597663,-0.166566,-0.64792,-0.165499,-0.639133,-0.220028,-0.587629,-0.221356
-0.64792,-0.165499,-0.698194,-0.164416,-0.69066,-0.218675,-0.639133,-0.220028
-0.698194,-0.164416,-0.748474,-0.163325,-0.742197,-0.217312,-0.69066,-0.218675
-0.748474,-0.163325,-0.798756,-0.162232,-0.793737,-0.215946,-0.742197,-0.217312
-0.798756,-0.162232,-0.84904,-0.161138,-0.845279,-0.214578,-0.793737,-0.215946
-0.84904,-0.161138,-0.899332,-0.160046,-0.896832,-0.213213,-0.845279,-0.214578
-0.899332,-0.160046,-0.949646,-0.158962,-0.948407,-0.211858,-0.896832,-0.213213
-0.949646,-0.158962,-1,-0.157895,-1,-0.210526,-0.948407,-0.211858
-0.247075,-0.210342,-0.288594,-0.218946,-0.272065,-0.272954,-0.229972,-0.263092
-0.288594,-0.218946,-0.334745,-0.223117,-0.319182,-0.277631,-0.272065,-0.272954
-0.334745,-0.223117,-0.383602,-0.224558,-0.369096,-0.279234,-0.319182,-0.277631
-0.383602,-0.224558,-0.43389,-0.224516,-0.420508,-0.279171,-0.369096,-0.279234
-0.43389,-0.224516,-0.484877,-0.223738,-0.472667,-0.27828,-0.420508,-0.279171
-0.484877,-0.223738,-0.536184,-0.222621,-0.525174,-0.277004,-0.472667,-0.27828
-0.536184,-0.222621,-0.587629,-0.221356,-0.577835,-0.275557,-0.525174,-0.277004
-0.587629,-0.221356,-0.639133,-0.220028,-0.630562,-0.274039,-0.577835,-0.275557
-0.639133,-0.220028,-0.69066,-0.218675,-0.683317,-0.272491,-0.630562,-0.274039
-0.69066,-0.218675,-0.742197,-0.217312,-0.736082,-0.270931,-0.683317,-0.272491
-0.742197,-0.217312,-0.793737,-0.215946,-0.788852,-0.269366,-0.736082,-0.270931
-0.793737,-0.215946,-0.845279,-0.214578,-0.841627,-0.2678,-0.788852,-0.269366
-0.845279,-0.214578,-0.896832,-0.213213,-0.894413,-0.266237,-0.841627,-0.2678
-0.896832,-0.213213,-0.948407,-0.211858,-0.947212,-0.264685,-0.894413,-0.266237
-0.948407,-0.211858,-1,-0.210526,-1,-0.263158,-0.947212,-0.264685
-0.229972,-0.263092,-0.272065,-0.272954,-0.255457,-0.328237,-0.209588,-0.31872
-0.272065,-0.272954,-0.319182,-0.277631,-0.304881,-0.332276,-0.255457,-0.328237
-0.319182,-0.277631,-0.369096,-0.279234,-0.356287,-0.333471,-0.304881,-0.332276
-0.369096,-0.279234,-0.420508,-0.279171,-0.408904,-0.333162,-0.356287,-0.333471
-0.420508,-0.279171,-0.472667,-0.27828,-0.462176,-0.332094,-0.408904,-0.333162
-0.472667,-0.27828,-0.525174,-0.277004,-0.515756,-0.330676,-0.462176,-0.332094
-0.525174,-0.277004,-0.577835,-0.275557,-0.569471,-0.329106,-0.515756,-0.330676
-0.577835,-0.275557,-0.630562,-0.274039,-0.623243,-0.327472,-0.569471,-0.329106
-0.630562,-0.274039,-0.683317,-0.272491,-0.67704,-0.325811,-0.623243,-0.327472
-0.683317,-0.272491,-0.736082,-0.270931,-0.730847,-0.324139,-0.67704,-0.325811
-0.736082,-0.270931,-0.788852,-0.269366,-0.784659,-0.322463,-0.730847,-0.324139
-0.788852,-0.269366,-0.841627,-0.2678,-0.83848,-0.320786,-0.784659,-0.322463
-0.841627,-0.2678,-0.894413,-0.266237,-0.892314,-0.31911,-0.83848,-0.320786
-0.894413,-0.266237,-0.947212,-0.264685,-0.946163,-0.317441,-0.892314,-0.31911
-0.947212,-0.264685,-1,-0.263158,-1,-0.315789,-0.946163,-0.317441
-0.209588,-0.31872,-0.255457,-0.328237,-0.237976,-0.387372,-0.178752,-0.384796
-0.255457,-0.328237,-0.304881,-0.332276,-0.290817,-0.388557,-0.237976,-0.387372
-0.304881,-0.332276,-0.356287,-0.333471,-0.344069,-0.388355,-0.290817,-0.388557
-0.356287,-0.333471,-0.408904,-0.333162,-0.398143,-0.387283,-0.344069,-0.388355
-0.408904,-0.333162,-0.462176,-0.332094,-0.452656,-0.385769,-0.398143,-0.387283
-0.462176,-0.332094,-0.515756,-0.330676,-0.507306,-0.3841,-0.452656,-0.385769
-0.515756,-0.330676,-0.569471,-0.329106,-0.561998,-0.382383,-0.507306,-0.3841
-0.569471,-0.329106,-0.623243,-0.327472,-0.616706,-0.380649,-0.561998,-0.382383
-0.623243,-0.327472,-0.67704,-0.325811,-0.67142,-0.378908,-0.616706,-0.380649
-0.67704,-0.325811,-0.730847,-0.324139,-0.726137,-0.377165,-0.67142,-0.378908
-0.730847,-0.324139,-0.784659,-0.322463,-0.780859,-0.375421,-0.726137,-0.377165
-0.784659,-0.322463,-0.83848,-0.320786,-0.835589,-0.373676,-0.780859,-0.375421
-0.83848,-0.320786,-0.892314,-0.31911,-0.890338,-0.371929,-0.835589,-0.373676
-0.892314,-0.31911,-0.946163,-0.317441,-0.945127,-0.370181,-0.890338,-0.371929
-0.946163,-0.317441,-1,-0.315789,-1,-0.368421,-0.945127,-0.370181
-1,-0.368421,-1,-0.421053,-0.944718,-0.422766,-0.945127,-0.370181
-1,-0.421053,-1,-0.473684,-0.944652,-0.475289,-0.944718,-0.422766
-1,-0.473684,-1,-0.526316,-0.944782,-0.527781,-0.944652,-0.475289
-1,-0.526316,-1,-0.578947,-0.945008,-0.580258,-0.944782,-0.527781
-1,-0.578947,-1,-0.631579,-0.945279,-0.632729,-0.945008,-0.580258
-1,-0.631579,-1,-0.684211,-0.945568,-0.685198,-0.945279,-0.632729
-1,-0.684211,-1,-0.736842,-0.945865,-0.737665,-0.945568,-0.685198
-1,-0.736842,-1,-0.789474,-0.946165,-0.790132,-0.945865,-0.737665
-1,-0.789474,-1,-0.842105,-0.946465,-0.842599,-0.946165,-0.790132
-1,-0.842105,-1,-0.894737,-0.946766,-0.895066,-0.946465,-0.842599
-1,-0.894737,-1,-0.947368,-0.947067,-0.947533,-0.946766,-0.895066
-1,-0.947368,-1,-1,-0.947368,-1,-0.947067,-0.947533
-0.945127,-0.370181,-0.944718,-0.422766,-0.889524,-0.424466,-0.890338,-0.371929
-0.944718,-0.422766,-0.944652,-0.475289,-0.889366,-0.476885,-0.889524,-0.424466
-0.944652,-0.475289,-0.944782,-0.527781,-0.889599,-0.529241,-0.889366,-0.476885
-0.944782,-0.527781,-0.945008,-0.580258,-0.890035,-0.581567,-0.889599,-0.529241
-0.945008,-0.580258,-0.945279,-0.632729,-0.890567,-0.633879,-0.890035,-0.581567
-0.945279,-0.632729,-0.945568,-0.685198,-0.891141,-0.686185,-0.890567,-0.633879
-0.945568,-0.685198,-0.945865,-0.737665,-0.891732,-0.738488,-0.891141,-0.686185
-0.945865,-0.737665,-0.946165,-0.790132,-0.89233,-0.790791,-0.891732,-0.738488
-0.946165,-0.790132,-0.946465,-0.842599,-0.892931,-0.843093,-0.89233,-0.790791
-0.946465,-0.842599,-0.946766,-0.895066,-0.893533,-0.895396,-0.892931,-0.843093
-0.946766,-0.895066,-0.947067,-0.947533,-0.894135,-0.947698,-0.893533,-0.895396
-0.947067,-0.947533,-0.947368,-1,-0.894737,-1,-0.894135,-0.947698
-0.890338,-0.371929,-0.889524,-0.424466,-0.834373,-0.42616,-0.835589,-0.373676
-0.889524,-0.424466,-0.889366,-0.476885,-0.834114,-0.478476,-0.834373,-0.42616
-0.889366,-0.476885,-0.889599,-0.529241,-0.834439,-0.530698,-0.834114,-0.478476
-0.889599,-0.529241,-0.890035,-0.581567,-0.835075,-0.582873,-0.834439,-0.530698
-0.890035,-0.581567,-0.890567,-0.633879,-0.835861,-0.635027,-0.835075,-0.582873
-0.890567,-0.633879,-0.891141,-0.686185,-0.836716,-0.687171,-0.835861,-0.635027
-0.891141,-0.686185,-0.891732,-0.738488,-0.8376,-0.739311,-0.836716,-0.687171
-0.891732,-0.738488,-0.89233,-0.790791,-0.838496,-0.791449,-0.8376,-0.739311
-0.89233,-0.790791,-0.892931,-0.843093,-0.839396,-0.843587,-0.838496,-0.791449
-0.892931,-0.843093,-0.893533,-0.895396,-0.840299,-0.895725,-0.839396,-0.843587
-0.893533,-0.895396,-0.894135,-0.947698,-0.841202,-0.947863,-0.840299,-0.895725
-0.894135,-0.947698,-0.894737,-1,-0.842105,-1,-0.841202,-0.947863
-0.835589,-0.373676,-0.834373,-0.42616,-0.779244,-0.427853,-0.780859,-0.375421
-0.834373,-0.42616,-0.834114,-0.478476,-0.778881,-0.480065,-0.779244,-0.427853
-0.834114,-0.478476,-0.834439,-0.530698,-0.779291,-0.532153,-0.778881,-0.480065
-0.834439,-0.530698,-0.835075,-0.582873,-0.780122,-0.584179,-0.779291,-0.532153
-0.835075,-0.582873,-0.835861,-0.635027,-0.78116,-0.636175,-0.780122,-0.584179
-0.835861,-0.635027,-0.836716,-0.687171,-0.782294,-0.688157,-0.78116,-0.636175
-0.836716,-0.687171,-0.8376,-0.739311,-0.783469,-0.740134,-0.782294,-0.688157
-0.8376,-0.739311,-0.838496,-0.791449,-0.784662,-0.792108,-0.783469,-0.740134
-0.838496,-0.791449,-0.839396,-0.843587,-0.785862,-0.844081,-0.784662,-0.792108
-0.839396,-0.843587,-0.840299,-0.895725,-0.787065,-0.896054,-0.785862,-0.844081
-0.840299,-0.895725,-0.841202,-0.947863,-0.788269,-0.948027,-0.787065,-0.896054
-0.841202,-0.947863,-0.842105,-1,-0.789474,-1,-0.788269,-0.948027
-0.780859,-0.375421,-0.779244,-0.427853,-0.724125,-0.429544,-0.726137,-0.377165
-0.779244,-0.427853,-0.778881,-0.480065,-0.723656,-0.481652,-0.724125,-0.429544
-0.778881,-0.480065,-0.779291,-0.532153,-0.724151,-0.533608,-0.723656,-0.481652
-0.779291,-0.532153,-0.780122,-0.584179,-0.725174,-0.585484,-0.724151,-0.533608
-0.780122,-0.584179,-0.78116,-0.636175,-0.726461,-0.637322,-0.725174,-0.585484
-0.78116,-0.636175,-0.782294,-0.688157,-0.727872,-0.689143,-0.726461,-0.637322
-0.782294,-0.688157,-0.783469,-0.740134,-0.729339,-0.740956,-0.727872,-0.689143
-0.783469,-0.740134,-0.784662,-0.792108,-0.730829,-0.792766,-0.729339,-0.740956
-0.784662,-0.792108,-0.785862,-0.844081,-0.732329,-0.844575,-0.730829,-0.792766
-0.785862,-0.844081,-0.787065,-0.896054,-0.733832,-0.896384,-0.732329,-0.844575
-0.787065,-0.896054,-0.788269,-0.948027,-0.735337,-0.948192,-0.733832,-0.896384
-0.788269,-0.948027,-0.789474,-1,-0.736842,-1,-0.735337,-0.948192
-0.726137,-0.377165,-0.724125,-0.429544,-0.66901,-0.431234,-0.67142,-0.378908
-0.724125,-0.429544,-0.723656,-0.481652,-0.668436,-0.48324,-0.66901,-0.431234
